"","title","author","subject","abstract","meta"
"34","Phantom cosmological model with observational constraints in $f(Q)$ gravity","S.A. Narawade, B.Mishra","General Relativity and Quantum Cosmology (gr-qc)","In this paper, the cosmological model of the Universe has been presented in $f(Q)$ gravity and the parameters are constrained from the cosmological data sets. At the beginning, we have employed a well motivated form of $f(Q) = \alpha + \beta Q^{n}$, where $\alpha$, $\beta$ and $n$ are model parameters. We have obtained the Hubble parameter in redshift with some algebraic manipulation from the considered form of $f(Q)$. Then we parameterize with the recent $Hubble$ data and $Pantheon + SHOES$ data using $\textit{MCMC}$ analysis. We validate our obtained model parameter values with $\textit{BAO}$ data set. A parametrization of the cosmographic parameters shows the early deceleration and late time acceleration with the transition at $z_t\approx0.75$. The $Om(z)$ diagnostics gives positive slope which shows that the model in the phantom phase. Also the current age of Universe has been obtained as, $t_{0} = 13.85~~Gyrs$. Based on the present analysis, it indicates that the $f(Q)$ gravity may provide an alternative to dark energy for addressing the current cosmic acceleration.","Wed, 16 Nov 2022 09:42:10 UTC (2,340 KB)[v2] Wed, 31 May 2023 04:11:12 UTC (1,333 KB)"
"35","Composed Image Retrieval with Text Feedback via Multi-grained Uncertainty Regularization","Yiyang Chen, Zhedong Zheng, Wei Ji, Leigang Qu, Tat-Seng Chua","Computer Vision and Pattern Recognition (cs.CV)","We investigate composed image retrieval with text feedback. Users gradually look for the target of interest by moving from coarse to fine-grained feedback. However, existing methods merely focus on the latter, i.e., fine-grained search, by harnessing positive and negative pairs during training. This pair-based paradigm only considers the one-to-one distance between a pair of specific points, which is not aligned with the one-to-many coarse-grained retrieval process and compromises the recall rate. In an attempt to fill this gap, we introduce a unified learning approach to simultaneously modeling the coarse- and fine-grained retrieval by considering the multi-grained uncertainty. The key idea underpinning the proposed method is to integrate fine- and coarse-grained retrieval as matching data points with small and large fluctuations, respectively. Specifically, our method contains two modules: uncertainty modeling and uncertainty regularization. (1) The uncertainty modeling simulates the multi-grained queries by introducing identically distributed fluctuations in the feature space. (2) Based on the uncertainty modeling, we further introduce uncertainty regularization to adapt the matching objective according to the fluctuation range. Compared with existing methods, the proposed strategy explicitly prevents the model from pushing away potential candidates in the early stage, and thus improves the recall rate. On the three public datasets, i.e., FashionIQ, Fashion200k, and Shoes, the proposed method has achieved +4.03%, +3.38%, and +2.40% Recall@50 accuracy over a strong baseline, respectively.","Mon, 14 Nov 2022 14:25:40 UTC (1,179 KB)[v2] Thu, 24 Nov 2022 15:02:27 UTC (1,180 KB)[v3] Tue, 29 Nov 2022 07:20:15 UTC (1,179 KB)[v4] Mon, 15 May 2023 12:50:11 UTC (8,511 KB)[v5] Sat, 20 Jan 2024 10:20:54 UTC (7,842 KB)[v6] Tue, 30 Jan 2024 05:37:24 UTC (7,842 KB)"
"36","Partial Visual-Semantic Embedding: Fashion Intelligence System with Sensitive Part-by-Part Learning","Ryotaro Shimizu, Takuma Nakamura, Masayuki Goto","Computer Vision and Pattern Recognition (cs.CV)","In this study, we propose a technology called the Fashion Intelligence System based on the visual-semantic embedding (VSE) model to quantify abstract and complex expressions unique to fashion, such as ''casual,'' ''adult-casual,'' and ''office-casual,'' and to support users' understanding of fashion. However, the existing VSE model does not support the situations in which the image is composed of multiple parts such as hair, tops, pants, skirts, and shoes. We propose partial VSE, which enables sensitive learning for each part of the fashion coordinates. The proposed model partially learns embedded representations. This helps retain the various existing practical functionalities and enables image-retrieval tasks in which changes are made only to the specified parts and image reordering tasks that focus on the specified parts. This was not possible with conventional models. Based on both the qualitative and quantitative evaluation experiments, we show that the proposed model is superior to conventional models without increasing the computational complexity.","Sat, 12 Nov 2022 15:36:14 UTC (13,123 KB)"
"37","Modelling the magnetic structure of a large-scale horse-shoe-like filament in a decaying and diffuse active region","Kaifeng Kang, Yang Guo, Ilia I. Roussev, Rony Keppens, Jun Lin","Solar and Stellar Astrophysics (astro-ph.SR)","A large-scale, horse-shoe-like filament was investigated and the magnetic field around it was reconstructed. This is an intermediate filament (IF) that appeared on the solar disk for the first time at 02:00 UT on 2015 November 7, and took 8 days to move to the central median on the solar disk. The active region AR 12452 around which the filament occurred was diffuse so that the magnetic field nearby was weak, the average field strength is 106 G. Therefore, the existing approaches to extrapolating the coronal magnetic field and to constructing the filament configuration in the region with strong background field do not work well here. On the basis of the regularized Biot-Savart laws method, we successfully constructed a data-constrained, non-linear force-free field configuration for this IF observed on 2015 November 14. The overall IF configuration obtained in this way matches well the morphology suggested by a 304~Å\ image taken by the Atmospheric Imaging Assembly on board Solar Dynamics Observatory. Magnetic dips in the configuration were coincident in space with the H$\alpha$ features of the filament, which is lower in altitude than the features seen in 304~Å. This suggests that the cold plasma fills the lower part of the filament, and hot plasma is situated in the higher region. A quasi-separatrix layer wraps the filament, and both the magnetic field and the electric current are stronger near the inner edge of the filament.","Wed, 9 Nov 2022 12:26:28 UTC (27,915 KB)"
"38","ViNL: Visual Navigation and Locomotion Over Obstacles","Simar Kareer, Naoki Yokoyama, Dhruv Batra, Sehoon Ha, Joanne Truong","Robotics (cs.RO)","We present Visual Navigation and Locomotion over obstacles (ViNL), which enables a quadrupedal robot to navigate unseen apartments while stepping over small obstacles that lie in its path (e.g., shoes, toys, cables), similar to how humans and pets lift their feet over objects as they walk. ViNL consists of: (1) a visual navigation policy that outputs linear and angular velocity commands that guides the robot to a goal coordinate in unfamiliar indoor environments; and (2) a visual locomotion policy that controls the robot's joints to avoid stepping on obstacles while following provided velocity commands. Both the policies are entirely ""model-free"", i.e. sensors-to-actions neural networks trained end-to-end. The two are trained independently in two entirely different simulators and then seamlessly co-deployed by feeding the velocity commands from the navigator to the locomotor, entirely ""zero-shot"" (without any co-training). While prior works have developed learning methods for visual navigation or visual locomotion, to the best of our knowledge, this is the first fully learned approach that leverages vision to accomplish both (1) intelligent navigation in new environments, and (2) intelligent visual locomotion that aims to traverse cluttered environments without disrupting obstacles. On the task of navigation to distant goals in unknown environments, ViNL using just egocentric vision significantly outperforms prior work on robust locomotion using privileged terrain maps (+32.8% success and -4.42 collisions per meter). Additionally, we ablate our locomotion policy to show that each aspect of our approach helps reduce obstacle collisions. Videos and code at this http URL","Wed, 26 Oct 2022 15:38:28 UTC (9,064 KB)[v2] Sat, 14 Jan 2023 20:19:59 UTC (8,829 KB)[v3] Thu, 12 Oct 2023 19:10:57 UTC (7,039 KB)"
"39","Cross-Modal Fusion Distillation for Fine-Grained Sketch-Based Image Retrieval","Abhra Chaudhuri, Massimiliano Mancini, Yanbei Chen, Zeynep Akata, Anjan Dutta","Computer Vision and Pattern Recognition (cs.CV)","Representation learning for sketch-based image retrieval has mostly been tackled by learning embeddings that discard modality-specific information. As instances from different modalities can often provide complementary information describing the underlying concept, we propose a cross-attention framework for Vision Transformers (XModalViT) that fuses modality-specific information instead of discarding them. Our framework first maps paired datapoints from the individual photo and sketch modalities to fused representations that unify information from both modalities. We then decouple the input space of the aforementioned modality fusion network into independent encoders of the individual modalities via contrastive and relational cross-modal knowledge distillation. Such encoders can then be applied to downstream tasks like cross-modal retrieval. We demonstrate the expressive capacity of the learned representations by performing a wide range of experiments and achieving state-of-the-art results on three fine-grained sketch-based image retrieval benchmarks: Shoe-V2, Chair-V2 and Sketchy. Implementation is available at this https URL.","Wed, 19 Oct 2022 11:50:14 UTC (41,308 KB)"
"40","Walk a Mile in Their Shoes: a New Fairness Criterion for Machine Learning","Norman Matloff","Machine Learning (cs.LG)","The old empathetic adage, ``Walk a mile in their shoes,'' asks that one imagine the difficulties others may face. This suggests a new ML counterfactual fairness criterion, based on a \textit{group} level: How would members of a nonprotected group fare if their group were subject to conditions in some protected group? Instead of asking what sentence would a particular Caucasian convict receive if he were Black, take that notion to entire groups; e.g. how would the average sentence for all White convicts change if they were Black, but with their same White characteristics, e.g. same number of prior convictions? We frame the problem and study it empirically, for different datasets. Our approach also is a solution to the problem of covariate correlation with sensitive attributes.","Thu, 13 Oct 2022 02:29:34 UTC (23 KB)"
"41","Enhancing Fine-Grained 3D Object Recognition using Hybrid Multi-Modal Vision Transformer-CNN Models","Songsong Xiong, Georgios Tziafas, Hamidreza Kasaei","Computer Vision and Pattern Recognition (cs.CV)","Robots operating in human-centered environments, such as retail stores, restaurants, and households, are often required to distinguish between similar objects in different contexts with a high degree of accuracy. However, fine-grained object recognition remains a challenge in robotics due to the high intra-category and low inter-category dissimilarities. In addition, the limited number of fine-grained 3D datasets poses a significant problem in addressing this issue effectively. In this paper, we propose a hybrid multi-modal Vision Transformer (ViT) and Convolutional Neural Networks (CNN) approach to improve the performance of fine-grained visual classification (FGVC). To address the shortage of FGVC 3D datasets, we generated two synthetic datasets. The first dataset consists of 20 categories related to restaurants with a total of 100 instances, while the second dataset contains 120 shoe instances. Our approach was evaluated on both datasets, and the results indicate that it outperforms both CNN-only and ViT-only baselines, achieving a recognition accuracy of 94.50 % and 93.51 % on the restaurant and shoe datasets, respectively. Additionally, we have made our FGVC RGB-D datasets available to the research community to enable further experimentation and advancement. Furthermore, we successfully integrated our proposed method with a robot framework and demonstrated its potential as a fine-grained perception tool in both simulated and real-world robotic scenarios.","Mon, 3 Oct 2022 13:34:11 UTC (6,751 KB)[v2] Mon, 6 Mar 2023 15:45:44 UTC (14,465 KB)"
"42","A Survey: Implementations of Non-fungible Token System in Different Fields","A. N. M. Sajedul Alam, Junaid Bin Kibria, Al Hasib Mahamud, Arnob Kumar Dey, Hasan Muhammed Zahidul Amin, Md Sabbir Hossain, Annajiat Alim Rasel","Cryptography and Security (cs.CR)","In the realm of digital art and collectibles, NFTs are sweeping the board. Because of the massive sales to a new crypto audience, the livelihoods of digital artists are being transformed. It is no surprise that celebs are jumping on the bandwagon. It is a fact that NFTs can be used in multiple ways, including digital artwork such as animation, character design, digital painting, collection of selfies or vlogs, and many more digital entities. As a result, they may be used to signify the possession of any specific object, whether it be digital or physical. NFTs are digital tokens that may be used to indicate ownership of one of a-kind goods. For example, I can buy a shoe or T shirt from any store, and then if the store provides me the same 3D model of that T-Shirt or shoe of the exact same design and color, it would be more connected with my feelings. They enable us to tokenize items such as artwork, valuables, and even real estate. NFTs can only be owned by one person at a time, and they are protected by the Ethereum blockchain no one can alter the ownership record or create a new NFT. The word non-fungible can be used to describe items like your furniture, a song file, or your computer. It is impossible to substitute these goods with anything else because they each have their own distinct characteristics. The goal was to find all the existing implementations of Non-fungible Tokens in different fields of recent technology, so that an overall overview of future implementations of NFT can be found and how it can be used to enrich user experiences.","Fri, 30 Sep 2022 07:51:59 UTC (293 KB)"
"43","Clustering Without Knowing How To: Application and Evaluation","Daniil Likhobaba, Daniil Fedulov, Dmitry Ustalov","Human-Computer Interaction (cs.HC)","Crowdsourcing allows running simple human intelligence tasks on a large crowd of workers, enabling solving problems for which it is difficult to formulate an algorithm or train a machine learning model in reasonable time. One of such problems is data clustering by an under-specified criterion that is simple for humans, but difficult for machines. In this demonstration paper, we build a crowdsourced system for image clustering and release its code under a free license at this https URL. Our experiments on two different image datasets, dresses from Zalando's FEIDEGGER and shoes from the Toloka Shoes Dataset, confirm that one can yield meaningful clusters with no machine learning algorithms purely with crowdsourcing.","Wed, 21 Sep 2022 11:17:10 UTC (5,727 KB)[v2] Fri, 14 Oct 2022 09:08:02 UTC (8,088 KB)[v3] Wed, 29 Mar 2023 08:45:38 UTC (3,060 KB)"
"44","An updated measurement of the Hubble constant from near-infrared observations of Type Ia supernovae","Lluís Galbany, Thomas de Jaeger, Adam G. Riess, Tomás E. Müller-Bravo, Suhail Dhawan, Kim Phan, Maximillian Stritzinger, Emir Karamehmetoglu, Bruno Leibundgut, Erik Peterson, W. D'Arcy Kenworthy, Joel Johansson, Kate Maguire, Saurabh W. Jha","Cosmology and Nongalactic Astrophysics (astro-ph.CO)","We present a measurement of the Hubble constant ($H_0$) using type Ia supernova (SNe Ia) in the near-infrared (NIR) from the recently updated sample of SNe Ia in nearby galaxies with distances measured via Cepheid period-luminosity relations by the SHOES project. We collect public near-infrared photometry of up to 19 calibrator SNe Ia and further 57 SNe Ia in the Hubble flow ($z>0.01$), and directly measure their peak magnitudes in the $J$ and $H$ band by Gaussian processes and spline interpolation. Calibrator peak magnitudes together with Cepheid-based distances are used to estimate the average absolute magnitude in each band, while Hubble-flow SNe are used to constrain the zero-point intercept of the magnitude-redshift relation. Our baseline result of $H_0$ is $72.3\pm1.4$ (stat) $\pm1.4$ (syst) km s$^{-1}$ Mpc$^{-1}$ in the $J$ band and $72.3\pm1.3$ (stat) $\pm1.4$ (syst) km s$^{-1}$ Mpc$^{-1}$ in the $H$ band, where the systematic uncertainties include the standard deviation of up to 21 variations of the analysis, the 0.7\% distance scale systematic from SHOES Cepheid anchors, a photometric zeropoint systematic, and a cosmic variance systematic. Our final measurement represents a measurement with a precision of 2.8\% in both bands. The variant with the largest change in $H_0$ is when limiting the sample to SNe from CSP and CfA programmes, noteworthy because these are the best calibrated, yielding $H_0\sim75$ km s$^{-1}$ Mpc$^{-1}$ in both bands. We demonstrate stretch and reddening corrections are still useful in the NIR to standardize SN Ia NIR peak magnitudes. Based on our results, in order to improve the precision of the $H_0$ measurement with SNe Ia in the NIR in the future, we would need to increase the number of calibrator SNe Ia, be able to extend the Hubble-Lemaître diagram to higher-z, and include standardization procedures to help reducing the NIR intrinsic scatter.","Tue, 6 Sep 2022 14:56:01 UTC (10,699 KB)[v2] Mon, 18 Sep 2023 08:44:16 UTC (13,510 KB)"
"45","T-Person-GAN: Text-to-Person Image Generation with Identity-Consistency and Manifold Mix-Up","Deyin Liu, Lin Yuanbo Wu, Bo Li, Zongyuan Ge","Computer Vision and Pattern Recognition (cs.CV)","In this paper, we present an end-to-end approach to generate high-resolution person images conditioned on texts only. State-of-the-art text-to-image generation models are mainly designed for center-object generation, e.g., flowers and birds. Unlike center-placed objects with similar shapes and orientation, person image generation is a more challenging task, for which we observe the followings: 1) the generated images for the same person exhibit visual details with identity-consistency, e.g., identity-related textures/clothes/shoes across the images, and 2) those images should be discriminant for being robust against the inter-person variations caused by visual ambiguities. To address the above challenges, we develop an effective generative model to produce person images with two novel mechanisms. In particular, our first mechanism (called T-Person-GAN-ID) is to integrate the one-stream generator with an identity-preserving network such that the representations of generated data are regularized in their feature space to ensure the identity-consistency. The second mechanism (called T-Person-GAN-ID-MM) is based on the manifold mix-up to produce mixed images via the linear interpolation across generated images from different manifold identities, and we further enforce such interpolated images to be linearly classified in the feature space. This amounts to learning a linear classification boundary that can perfectly separate images from two identities. Our proposed method is empirically validated to achieve a remarkable improvement in text-to-person image generation. Our architecture is orthogonal to StackGAN++ , and focuses on person image generation, with all of them together to enrich the spectrum of GANs for the image generation task. Codes are available on \url{this https URL}.","Thu, 18 Aug 2022 07:41:02 UTC (8,309 KB)[v2] Sun, 21 May 2023 09:49:27 UTC (8,228 KB)[v3] Sun, 2 Jul 2023 10:23:51 UTC (8,228 KB)"
"46","Exploring Mathematics with Curvagon Tiles","Hanne Kekkonen","History and Overview (math.HO)","Building blocks and tiles are an excellent way of learning about geometry and mathematics in general. There are several versions of tiles that are either snapped together or connected with magnets that can be used to introduce topics like volume, tessellations, and Platonic solids. However, since these tiles are made of hard plastic, they are not very suitable for creating hyperbolic surfaces or shapes where the tiles need to bend. Curvagons are flexible regular polygon building blocks that allow you to quickly build anything from hyperbolic surfaces and tori to dinosaurs and shoes. They can be used to introduce mathematical concepts from Archimedean solids to Gauss-Bonnet theorem. You can also let your imagination run free and build whatever comes to mind.","Sun, 31 Jul 2022 11:44:34 UTC (8,532 KB)"
"47","Bundle MCR: Towards Conversational Bundle Recommendation","Zhankui He, Handong Zhao, Tong Yu, Sungchul Kim, Fan Du, Julian McAuley","Information Retrieval (cs.IR)","Bundle recommender systems recommend sets of items (e.g., pants, shirt, and shoes) to users, but they often suffer from two issues: significant interaction sparsity and a large output space. In this work, we extend multi-round conversational recommendation (MCR) to alleviate these issues. MCR, which uses a conversational paradigm to elicit user interests by asking user preferences on tags (e.g., categories or attributes) and handling user feedback across multiple rounds, is an emerging recommendation setting to acquire user feedback and narrow down the output space, but has not been explored in the context of bundle recommendation. In this work, we propose a novel recommendation task named Bundle MCR. We first propose a new framework to formulate Bundle MCR as Markov Decision Processes (MDPs) with multiple agents, for user modeling, consultation and feedback handling in bundle contexts. Under this framework, we propose a model architecture, called Bundle Bert (Bunt) to (1) recommend items, (2) post questions and (3) manage conversations based on bundle-aware conversation states. Moreover, to train Bunt effectively, we propose a two-stage training strategy. In an offline pre-training stage, Bunt is trained using multiple cloze tasks to mimic bundle interactions in conversations. Then in an online fine-tuning stage, Bunt agents are enhanced by user interactions. Our experiments on multiple offline datasets as well as the human evaluation show the value of extending MCR frameworks to bundle settings and the effectiveness of our Bunt design.","Tue, 26 Jul 2022 03:28:42 UTC (2,827 KB)"
"48","Contrastive Learning for Interactive Recommendation in Fashion","Karin Sevegnani, Arjun Seshadri, Tian Wang, Anurag Beniwal, Julian McAuley, Alan Lu, Gerard Medioni","Information Retrieval (cs.IR)","Recommender systems and search are both indispensable in facilitating personalization and ease of browsing in online fashion platforms. However, the two tools often operate independently, failing to combine the strengths of recommender systems to accurately capture user tastes with search systems' ability to process user queries. We propose a novel remedy to this problem by automatically recommending personalized fashion items based on a user-provided text request. Our proposed model, WhisperLite, uses contrastive learning to capture user intent from natural language text and improves the recommendation quality of fashion products. WhisperLite combines the strength of CLIP embeddings with additional neural network layers for personalization, and is trained using a composite loss function based on binary cross entropy and contrastive loss. The model demonstrates a significant improvement in offline recommendation retrieval metrics when tested on a real-world dataset collected from an online retail fashion store, as well as widely used open-source datasets in different e-commerce domains, such as restaurants, movies and TV shows, clothing and shoe reviews. We additionally conduct a user study that captures user judgements on the relevance of the model's recommended items, confirming the relevancy of WhisperLite's recommendations in an online setting.","Mon, 25 Jul 2022 10:15:56 UTC (1,603 KB)"
"49","Unsupervised Recognition of Informative Features via Tensor Network Machine Learning and Quantum Entanglement Variations","Sheng-Chen Bai, Yi-Cheng Tang, Shi-Ju Ran","Quantum Physics (quant-ph)","Given an image of a white shoe drawn on a blackboard, how are the white pixels deemed (say by human minds) to be informative for recognizing the shoe without any labeling information on the pixels? Here we investigate such a ``white shoe'' recognition problem from the perspective of tensor network (TN) machine learning and quantum entanglement. Utilizing a generative TN that captures the probability distribution of the features as quantum amplitudes, we propose an unsupervised recognition scheme of informative features with the variations of entanglement entropy (EE) caused by designed measurements. In this way, a given sample, where the values of its features are statistically meaningless, is mapped to the variations of EE that statistically characterize the gain of information. We show that the EE variations identify the features that are critical to recognize this specific sample, and the EE itself reveals the information distribution of the probabilities represented by the TN model. The signs of the variations further reveal the entanglement structures among the features. We test the validity of our scheme on a toy dataset of strip images, the MNIST dataset of hand-drawn digits, the fashion-MNIST dataset of the pictures of fashion articles, and the images of brain cells. Our scheme opens the avenue to the quantum-inspired and interpreted unsupervised learning, which can be applied to, e.g., image segmentation and object detection.","Wed, 13 Jul 2022 08:23:13 UTC (1,963 KB)[v2] Tue, 9 Aug 2022 00:38:17 UTC (3,887 KB)"
"50","Identification and Control of a Soft-Robotic Bladder Towards Impedance-Style Haptic Terrain Display","Nathan Baum, Mark A. Minor","Robotics (cs.RO)","This paper evaluates the capabilities of a soft robotic pneumatic actuator derived from the terrain display haptic device, ""The Smart Shoe."" The bladder design of the Smart Shoe is upgraded to include a pressure supply and greater output flow capabilities. A bench top setup is created to rigorously test this new type of actuator. The bandwidth and stiffness capability of this new actuator are evaluated relative to forces and displacements encountered during human gait. Four force vs. displacement profiles relevant to haptic terrain display are proposed and tested using sliding-mode tracking control. It was found that the actuator could sustain a stiffness similar to a soft-soled shoe on concrete, as well as other terrain (sand, dirt, etc.), while the bandwidth of 7.3 Hz fell short of the goal bandwidth of 10 Hz. Compressions of the bladder done at 20 mm/s, which is similar to the speed of human gait, showed promising results in tracking a desired force trajectory. The results in this paper show this actuator is capable of displaying haptic terrain trajectories, providing a basis for futurep wearable haptic terrain display devices.","Tue, 12 Jul 2022 13:58:19 UTC (4,191 KB)"
"51","Should Social Robots in Retail Manipulate Customers?","Oliver Bendel, Liliana Margarida Dos Santos Alves","Robotics (cs.RO)","Against the backdrop of structural changes in the retail trade, social robots have found their way into retail stores and shopping malls in order to attract, welcome, and greet customers; to inform them, advise them, and persuade them to make a purchase. Salespeople often have a broad knowledge of their product and rely on offering competent and honest advice, whether it be on shoes, clothing, or kitchen appliances. However, some frequently use sales tricks to secure purchases. The question arises of how consulting and sales robots should ""behave"". Should they behave like human advisors and salespeople, i.e., occasionally manipulate customers? Or should they be more honest and reliable than us? This article tries to answer these questions. After explaining the basics, it evaluates a study in this context and gives recommendations for companies that want to use consulting and sales robots. Ultimately, fair, honest, and trustworthy robots in retail are a win-win situation for all concerned.","Fri, 17 Jun 2022 12:26:16 UTC (473 KB)"
"52","Commonsense Knowledge Salience Evaluation with a Benchmark Dataset in E-commerce","Yincen Qu, Ningyu Zhang, Hui Chen, Zelin Dai, Zezhong Xu, Chengming Wang, Xiaoyu Wang, Qiang Chen, Huajun Chen","Computation and Language (cs.CL)","In e-commerce, the salience of commonsense knowledge (CSK) is beneficial for widespread applications such as product search and recommendation. For example, when users search for ``running'' in e-commerce, they would like to find products highly related to running, such as ``running shoes'' rather than ``shoes''. Nevertheless, many existing CSK collections rank statements solely by confidence scores, and there is no information about which ones are salient from a human perspective. In this work, we define the task of supervised salience evaluation, where given a CSK triple, the model is required to learn whether the triple is salient or not. In addition to formulating the new task, we also release a new Benchmark dataset of Salience Evaluation in E-commerce (BSEE) and hope to promote related research on commonsense knowledge salience evaluation. We conduct experiments in the dataset with several representative baseline models. The experimental results show that salience evaluation is a challenging task where models perform poorly on our evaluation set. We further propose a simple but effective approach, PMI-tuning, which shows promise for solving this novel problem. Code is available in \url{this https URL.","Sun, 22 May 2022 15:01:23 UTC (818 KB)[v2] Sat, 22 Oct 2022 10:22:31 UTC (825 KB)"
"53","Whole-Body Human Kinematics Estimation using Dynamical Inverse Kinematics and Contact-Aided Lie Group Kalman Filter","Prashanth Ramadoss, Lorenzo Rapetti, Yeshasvi Tirupachuri, Riccardo Grieco, Gianluca Milani, Enrico Valli, Stefano Dafarra, Silvio Traversaro, Daniele Pucci","Robotics (cs.RO)","Full-body motion estimation of a human through wearable sensing technologies is challenging in the absence of position sensors. This paper contributes to the development of a model-based whole-body kinematics estimation algorithm using wearable distributed inertial and force-torque sensing. This is done by extending the existing dynamical optimization-based Inverse Kinematics (IK) approach for joint state estimation, in cascade, to include a center of pressure-based contact detector and a contact-aided Kalman filter on Lie groups for floating base pose estimation. The proposed method is tested in an experimental scenario where a human equipped with a sensorized suit and shoes performs walking motions. The proposed method is demonstrated to obtain a reliable reconstruction of the whole-body human motion.","Mon, 16 May 2022 17:44:31 UTC (8,555 KB)"
"54","Real-time Virtual-Try-On from a Single Example Image through Deep Inverse Graphics and Learned Differentiable Renderers","Robin Kips, Ruowei Jiang, Sileye Ba, Brendan Duke, Matthieu Perrot, Pietro Gori, Isabelle Bloch","Computer Vision and Pattern Recognition (cs.CV)","Augmented reality applications have rapidly spread across online platforms, allowing consumers to virtually try-on a variety of products, such as makeup, hair dying, or shoes. However, parametrizing a renderer to synthesize realistic images of a given product remains a challenging task that requires expert knowledge. While recent work has introduced neural rendering methods for virtual try-on from example images, current approaches are based on large generative models that cannot be used in real-time on mobile devices. This calls for a hybrid method that combines the advantages of computer graphics and neural rendering approaches. In this paper we propose a novel framework based on deep learning to build a real-time inverse graphics encoder that learns to map a single example image into the parameter space of a given augmented reality rendering engine. Our method leverages self-supervised learning and does not require labeled training data which makes it extendable to many virtual try-on applications. Furthermore, most augmented reality renderers are not differentiable in practice due to algorithmic choices or implementation constraints to reach real-time on portable devices. To relax the need for a graphics-based differentiable renderer in inverse graphics problems, we introduce a trainable imitator module. Our imitator is a generative network that learns to accurately reproduce the behavior of a given non-differentiable renderer. We propose a novel rendering sensitivity loss to train the imitator, which ensures that the network learns an accurate and continuous representation for each rendering parameter. Our framework enables novel applications where consumers can virtually try-on a novel unknown product from an inspirational reference image on social media. It can also be used by graphics artists to automatically create realistic rendering from a reference product image.","Thu, 12 May 2022 18:44:00 UTC (41,022 KB)"
"55","Creating a Forensic Database of Shoeprints from Online Shoe Tread Photos","Samia Shafique, Bailey Kong, Shu Kong, Charless C. Fowlkes","Computer Vision and Pattern Recognition (cs.CV)","Shoe tread impressions are one of the most common types of evidence left at crime scenes. However, the utility of such evidence is limited by the lack of databases of footwear prints that cover the large and growing number of distinct shoe models. Moreover, the database is preferred to contain the 3D shape, or depth, of shoe-tread photos so as to allow for extracting shoeprints to match a query (crime-scene) print. We propose to address this gap by leveraging shoe-tread photos collected by online retailers. The core challenge is to predict depth maps for these photos. As they do not have ground-truth 3D shapes allowing for training depth predictors, we exploit synthetic data that does. We develop a method termed ShoeRinsics that learns to predict depth by leveraging a mix of fully supervised synthetic data and unsupervised retail image data. In particular, we find domain adaptation and intrinsic image decomposition techniques effectively mitigate the synthetic-real domain gap and yield significantly better depth prediction. To validate our method, we introduce 2 validation sets consisting of shoe-tread image and print pairs and define a benchmarking protocol to quantify the quality of predicted depth. On this benchmark, ShoeRinsics outperforms existing methods of depth prediction and synthetic-to-real domain adaptation.","Wed, 4 May 2022 23:42:55 UTC (5,402 KB)[v2] Thu, 20 Oct 2022 10:35:29 UTC (10,618 KB)"
"56","Progressive Learning for Image Retrieval with Hybrid-Modality Queries","Yida Zhao, Yuqing Song, Qin Jin","Computer Vision and Pattern Recognition (cs.CV)","Image retrieval with hybrid-modality queries, also known as composing text and image for image retrieval (CTI-IR), is a retrieval task where the search intention is expressed in a more complex query format, involving both vision and text modalities. For example, a target product image is searched using a reference product image along with text about changing certain attributes of the reference image as the query. It is a more challenging image retrieval task that requires both semantic space learning and cross-modal fusion. Previous approaches that attempt to deal with both aspects achieve unsatisfactory performance. In this paper, we decompose the CTI-IR task into a three-stage learning problem to progressively learn the complex knowledge for image retrieval with hybrid-modality queries. We first leverage the semantic embedding space for open-domain image-text retrieval, and then transfer the learned knowledge to the fashion-domain with fashion-related pre-training tasks. Finally, we enhance the pre-trained model from single-query to hybrid-modality query for the CTI-IR task. Furthermore, as the contribution of individual modality in the hybrid-modality query varies for different retrieval scenarios, we propose a self-supervised adaptive weighting strategy to dynamically determine the importance of image and text in the hybrid-modality query for better retrieval. Extensive experiments show that our proposed model significantly outperforms state-of-the-art methods in the mean of Recall@K by 24.9% and 9.5% on the Fashion-IQ and Shoes benchmark datasets respectively.","Sun, 24 Apr 2022 08:10:06 UTC (5,059 KB)"
"57","Look for the Change: Learning Object States and State-Modifying Actions from Untrimmed Web Videos","Tomáš Souček, Jean-Baptiste Alayrac, Antoine Miech, Ivan Laptev, Josef Sivic","Computer Vision and Pattern Recognition (cs.CV)","Human actions often induce changes of object states such as ""cutting an apple"", ""cleaning shoes"" or ""pouring coffee"". In this paper, we seek to temporally localize object states (e.g. ""empty"" and ""full"" cup) together with the corresponding state-modifying actions (""pouring coffee"") in long uncurated videos with minimal supervision. The contributions of this work are threefold. First, we develop a self-supervised model for jointly learning state-modifying actions together with the corresponding object states from an uncurated set of videos from the Internet. The model is self-supervised by the causal ordering signal, i.e. initial object state $\rightarrow$ manipulating action $\rightarrow$ end state. Second, to cope with noisy uncurated training data, our model incorporates a noise adaptive weighting module supervised by a small number of annotated still images, that allows to efficiently filter out irrelevant videos during training. Third, we collect a new dataset with more than 2600 hours of video and 34 thousand changes of object states, and manually annotate a part of this data to validate our approach. Our results demonstrate substantial improvements over prior work in both action and object state-recognition in video.","Tue, 22 Mar 2022 11:45:10 UTC (11,495 KB)"
