"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"IcyTones","27 November 2020","A movie where the featured Black guy is 'NOT' the first to die. Djimon Hounsou who plays Juba is a rising star that has swapped his life as a Catwalk Model & appearing in music videos for an acting career. He has been acting since 1997.
Juba is 'The Spaniard's' confidant whilst both serve as slaves. Both were sold to the local entrepreneur to fight as Gladiators.That unmistakable scar & voice of Oliver Reed was a surprise to see as this movie was recommended to me for 'the chariot race' scene. Twas good to see a veteran actor in this movie. Oliver Reed was to acting what George Best was to football. I always think that whatever major or minor roles veteran actors play, their names should come up first in the credits, but sadly not everyone shares this view.Although it's not a competitive race, there is a small 'Chariot Race' in the Coliseum Arena, but it's a race to kill the band of Gladiators stuck in the middle, before they get a chance to kill the Emperors league of marauders - in the name of 'sport'.The Emperor's son didn't just 'decide' to kill his father, he had a heart felt emotional son-to-father talk with his dad, who responded equally with the same heartfelt emotions of a father who knelt before his son to kinda ask for his son's forgiveness. A father who now acknowledges that he is as much to blame for shaping Commodus's wayward character, is a moment to be treasured. It's the father who has failed his son, not the son who has disappointed his father. The Emperor extended his arms to give his son a hug, but his son Commodus overcome with grief and jealousy at hearing the news that his father's general has been appointed by his father to temporarily rule Rome, he took the opportunity of an embrace to suffocate & kill his father and declare himself the new Emperor.If you lack the courage to be yourself, this movie can only but encourage you. In today's society education is a supportive aid to have a title & letters after your name. When asked to reveal himself, Maximus gave this whole spiel of who he was. Who are you? What goes before you? How do you want to introduce or refer to yourself? These were my thoughts!","
            10/10
            "
"wideawakedreamer","4 June 2000","The movie is the story of Maximus (Crowe), a general who leads the Roman army to victory over Germania in the beginning of the movie. The dying emperor of Rome, Marcus Aurelius, is watching this battle.The emperor's son, Commodus, then arrives with his sister Lucilla, and it is discovered that Commodus fully expects to be announced the new emperor of Rome in a few days. Aurelius, however, has other plans--he wants to make Maximus emperor, and requests that of the general, who wants nothing more than to go home to his family.I went into this movie having just watched Ben-Hur in my film studies class and having watched an episode of Xena only a couple of weeks earlier that featured the story of Marc Anthony and Cleopatra. So you could say I was in the perfect mindset to watch a ""sword-and-sandal"" movie. I wasn't sure what to expect, having somehow avoided all the hype that accompanied this movie. But I was not disappointed.Gladiator features some wonderful cinematography by John Mathieson. The battle scenes are very graphic. (This movie is not for the squeamish, that's for sure.) There were some scenes in particular that really struck me, such as when Crowe appears to be floating over the ground very fast.  The use of color and color tones added a great deal to the mood of the movie. Excellent.The script was being written and re-written as the filming was going on, yet it doesn't show that the actors had no idea how the movie was going to end when they began filming.  The acting is terrific. Russell Crowe is wonderfully cast as Maximus. Many reviewers agree that he is now officially a star. Joaquin Phoenix also proves his mettle as the emotionally troubled Commodus, whose behavior and emotion toward his sister could give anyone the creeps. Connie Nielsen makes you believe that, as Lucilla, she really is torn between natural loyalty to her brother and doing what she knows is right. Oliver Reed, in his last performance, is memorable in his role of Proximo, the former gladiator who is the owner of Maximus and brings him to Rome.  In short, the actors were brilliant in their roles, not over-acting, but giving subtle, strong performances.The script itself is very good.  Although some elements are a little hard to believe--the fact that no one recognizes Maximus when he's a slave?--this film calls for a willing suspension of disbelief, which one would happily comply with.  (It's really no fun to nitpick such a movie.)It's true that this movie does pretty much follow the Braveheart formula. However, this movie includes some elements, such as the cinematography and the incredibly graphic battle scenes (one reviewer likened it to Saving Private Ryan, ""only better""), that are spectacular in itself. Overall, a great movie that I highly recommend.","
            6/10
            "
"Calicodreamin","12 October 2021","The glorious story of a general turned gladiator who must fight for the morality of Rome. The action scenes are well coordinated and brutally realistic. The characters have depth and are well acted, Crowe and Phoenix are a dynamic pair.","
            9/10
            "
"SayitasIseeit","16 December 2020","Despite its predecessors, Gladiator has managed to hold its own against many box office hits of today. Russel Crowe acting his heart out in one of the most well cast and filmed epics of a generation.I would most definitely rather watch this than some half thrown together medieval war movie of modern day. Worth a watch","
            8/10
            "
"comingaround","19 August 2000","This is wonderful storytelling.  The opening Battle Scene simply mesmerizes, showing the brutal nature of combat for Roman conquests.  I went back to see the film again.  The first time I didn't hear anything Crowe said before the battle.  I was just too visually caught-up.  The second time I listened very closely and caught the wise yet succinct line from Maximus ""what we do in life... echoes in eternity.""  Awesome.A simple man v. an emperor.  I just loved the resilience Maximus showed throughout the movie.  I find in most movies, there is an irritatingly slow process where the character has to ""find himself,"" not so with Gladiator. Maximus does what is needed.I liked how there were only two or three issues within this film.  One was the afterlife.  Aspects of the afterlife are opened, but not overdone.  Love of family is given sizable focus. I liked the theme of love of country that we see as well, although it may not be justly deserved, it is never questioned.The visual effects were amazing.  It actually had me wanting to believe that's the way Rome actually looked in all it's glory.  The battle of Carthage reenactment was really great.The ending is just hypnotic. Intentionally or unintentionally it was simply emotional.  The music is wonderfully beautiful as if Maximus' family are telling him...you have arrived.Bottom line: magnificent.  Visually and emotionally satisfying.","
            7/10
            "
"TheNabOwnzz","21 April 2019","Gladiator is not just director Ridley Scott's ultimate masterpiece ( And i am also keeping the fantastic Alien & Blade Runner in mind when i say this ), it is also undoubtedly one of the most viscerally effective and emotionally compelling of motion pictures ever made.It plays somewhat like a modern Ben-Hur, as a very respectable character is forced into slavery due to him standing up for what is right. Of course, being a much more modern epic, the editing is a lot quicker, as is the entire pace of the picture. However,with 171 minutes playtime in the extended edition, Scott doesn't haste through this picture, and takes his time to set up his characters & their respective arcs. Gladiator is however not a flawless film, as several action sequences ( Particularly in the introduction in the battle of Germania ) feature quite a lot of shaky cam and quick editing, but admittedly this is nowhere near as bad as something like Taken or The Bourne Trilogy. Most of the action sequences are superbly edited, with widescreen shots to create an overview, combined with mediums to immerse the viewer into the action. A couple of times there is a shakycam shot in the middle of this, but it's a very minor issue. Another minor fault is in some of the backdrops. The 'Am i not merciful' scene features an obvious greenscreen, saturated a bit too brightly, and Proximo is obviously not physically there near the end of the film ( When actor Oliver Reed had already died ). Again these minor issues feature only in 1 scene respectively, and therefore do not really do anything to truly diminish the cinematic power that Gladiator provides.On the whole, the cinematography & art direction of Gladiator is impeccable. It is not the best, since as stated before there are a couple of lesser backdrops easily recognizable as greenscreens, but for most of the picture the viewer is subjected to beautiful angles, backdrops & sets. The scenes in Zuccabar are an example of the seductive natural beauty Gladiator provides, and Maximus's ride to his family after his execution attempt also feature some stunning environmental shots. Sets are elegantly crafted and varied in a beautiful color palette, becoming most apparent in Commodus's & Lucilla's scenes. The titanic image of the Colosseum is also one that is difficult to get rid of, despite the fact that i believe it was filmed in full CGI, but apart from perhaps the absolute final shot ( Burying the sculptures ), that is hardly noticable.The art of acting is utilized at its finest in Gladiator, with three absolute superb performances by leads Russel Crowe as Maximus, Joaquin Phoenix as Commodus & Connie Nielsen as Lucilla. Not to mention the fantastic supporting performances of legendary actor Richard Harris & Oliver Reed. Crowe is the epitome of a brick of stoic masculinity, yet he gave an utterly convincing and extended sob fest when gazing upon the sight of his crucified family, showing us his versatility as an actor. We see him win a battle against Germanians through his discipline, intelligence and courage, and we are rooting for his character from this moment forth. He is in his heart a simple man that just wants to go home to his family, but he is also honor bound to Rome, and proves this through his courageous actions. Not interested by the corruptions of power, he lives only to see justice done. Phoenix is superb as the corrupted emperor, showing us his envy of Maximus simply with one look into the eyes ( Look at Phoenix's superb facial acting in the scene where Maximus reveals himself to him in the arena ), his arrogance & his brutality. Nielsen is also quite underrated, as her disguised fear during every scene with her brother after their father's death is a stunning feat of acting within acting, culminating with her utter terror at the end when Commodus demands a 'pure blood' heir with her.Of course one cannot forget Hans Zimmer's fantastic contribution to his masterpiece, creating arguably his finest score to date, with this especially being the case during the transition between the (Again) 'Am i not merciful' scene and the shots of the arena. Obviously 'Now we are free' is also one of the most emotionally powerful scores ever created. It is also one of Zimmer's most varied scores, as a slight criticism of him is often his repeated melodies ( Admittedly, a lot of the themes in Gladiator still sound similar to The Rock, but a lot of them also do not ). In any case, it is rare to imagine the brilliance and emotional resonance of Gladiator without Zimmer's score.While the narrative is fairly straightforward as a revenge story, the dialogue written is superb, with many incredible lines such as 'What we do in life, echoes in eternity', not to mention the slow character development and character arcs, even within seemingly minor characters like Proximo & Quintus ( You will need to see the extended edition to witness Quintus's arc ) who have their original ideals challenged and overcome throughout the events in the film. Even though Maximus's sole purpose in life has become to kill Commodus in revenge for his family, it is in a way a very hopeful film. A film about standing up for what is right, and being granted redemption and a reunion with loved ones in the end. Maximus does not want to rule Rome, but in slaying Commodus, he secures the feature of it for is people, while also acquiring his personal goal. He demands respect for his valor and his morals throughout the film, and this makes sure that we as an audience are emotionally drained by the time he enters the Elysium fields, and is hailed as a hero by the people of Rome, and a hero he was.One of the all-time greats of epic motion pictures, Gladiator features impeccable acting, writing ,cinematography, art direction & a phenomenal original score. It also features possibly the most relatable main character ever written, which is partly why there are very little films that can equal the emotional power that Gladiator creates.","
            8/10
            "
"screenman","6 January 2008","Evaluating opinion of this movie by the 'Hated It' selection, I lost count of the number of contributors who gave it just one star. I thought they were being unnecessarily 'Roman' in their ruthlessness, but the result does show how disappointed so many viewers were and the extent to which this movie has polarised opinion.I diplomatically place myself somewhere in the middle.For me, scepticism set-in at the outset. That much-vaunted battle scene didn't sit right at all. In combat, the greatest Roman strength lay in the legion. The scrupulously drilled and disciplined foot-soldiers worked in unison, advancing upon enemies in their orderly units and maniples.Their Shields interlocked to create a mobile wall that could form-up on all flanks and even provide overhead protection. In between, they used their short, stabbing swords.The legions, then, were only at their best in the open. In dense forest, their advantages would have been squandered, any fight being a brawl upon the same terms as the enemy. Morover, their big Shields would have been an encumbrance and the short swords inadequate. A good Roman general drew the enemy out to fight on his terms, not the other way round. I'm not a scholar of Roman warfare; it may be there were occasions when Romans had no choice, but this is where the question marks began to pop-up. Check out the impeccable piece in 'Spartacus', where the Roman legions deploy by the textbook, drawing their enemy down from the hill. Perhaps Mr Scott felt that a more faithful rendering would seem like too much of a rip-off. In any case, this battle is quite incidental, and seems to exist only to grip the viewer's attention for the next couple of flatulent hours.Neither was I aware that the Roman army employed fire-bombs. It's not for me to say they didn't, but I have no reference to this tactic at all.I thought Ridley Scott made a futile attempt to create an 'arty' film. The frequent dream-like flashbacks to a hand running through spears of corn reminded me of the recurrent unicorn dream from his fascinating but equally pretentious 'Blade Runner'. From time to time there's even the same high-pitched warbling 'oriental' chorus, intended to project mood, but failing again. Some directors don't seem to realise that cinema-goers have memories.General Gruntus Maximus (Russel Crowe) surely got the easiest Oscar in history. He was believable as an uneducated slob in the way, perhaps, Spartacus should have been; but cerebral enough to be a general? I don't think so. And you don't rise to be a career general in an army whilst obsessing as a farmer about your harvest. You're either one, or the other.There was one particularly absurd scene in the arena when he was chopping-down competitors as quickly as they could be set against him. What then - weren't they trained gladiators, too? I was half-expecting him to begin walking sideways along the arena walls like 'Neo' from 'Matrixus'.As to the 'spectacle' of Rome; well, that was all just computer-generated hokum. The back-room boys can whip-up anything in that way now just by tapping a few keys, so what's the big deal? Check-out the 'real' thing in 'Fall Of The Roman Empire'.As with 'Titanic' and 'Pearl Harbour' a splendid opportunity was missed here to do something really wonderful, but because of flawed vision and misplaced directorial self-belief we finished up with mediocrity. Glorious mediocrity.Still, bread and circuses usually please the crowds.","
            9/10
            "
"PyroSikTh","30 August 2021","Gladiator deserves every ounce of praise it got at the time (and debatably deserved more), and still gets to this day. It's a stirring story of revenge against the backdrop of Roman glory, with a game played off between the stoicism of Maximus against the cruel envy of Commodus over the people's adoration. It becomes as much about the back-alley politicking and public perceptions as it does the fights within the arena itself. Maximus is the pinnacle of masculinity and heroism against Commodus' despicable antagonist, an underdog against powers greater than himself. And when Maximus gets his revenge and collapses on the floor to meet his wife and son in the afterlife, it hits with the emotional weight it has earned. It's beautiful to look at, gorgeous to listen to, expertly directed and edited. I give Gladiator a resounding 9/10.","
            8/10
            "
"tedg","14 May 2000","Regular readers of my comments note my penchant for pointing out that film is a modern medium, meaning that films -- good ones anyway -- are often largely about themselves. When the nature of this self-comment is interesting, I point it out. But I failed to do so in an earlier comment on Gladiator, so here is the remedy.Summer movies target the lowest of our sensibilities. The plots are highly simplified morality plays where good and evil are radically drawn; the form is of violent spectacle. In other words, our civilized society wants the same things we observe in later Rome, to which we insist on feeling superior.So the master Scott gives us a violent spectacle about a violent spectacle. He makes fun of us by pandering to our baser tastes while slyly getting us to agree with the wise senator who observes how simple, stupid and manipulable is the mob. He did much the same in Blade Runner, but there the comment was on the sharpness, complexity of the audience not its dullness.
Is this a maturing cynicism, an adventure into a new challenge (mastering the art of painting with a blunt palette), or a striking out against Hollywood's financial politics? I suppose we've have to wait a decade to find out -- until after the power-hungry Caesars die and the medium is returned to the enlightened leaders of the people.","
            7/10
            "
"planktonrules","12 February 2012","Visually, ""Gladiator"" is a masterpiece. I saw a documentary about how they made this film long before I saw the actual movie and it's amazing to see how they used CGI to construct an enormous FULL stadium even though most of it wasn't real! The costumes, props, chariots and trappings were also gorgeous--as good as anything you'll ever see in a film about ancient Rome. And, with some spectacular stunts and TONS of blood, it is brutal--but spectacularly brutal. You really have to see this film and it will knock your socks off.If you look at my summary, however, I say that the film is a bit disappointing as well. As a retired history teacher, I know that much of the history shown in this film is wildly inaccurate. It bears only a very superficial semblance to the facts and it's a shame, as the true story of Emperor Commodus would make for an exciting film. In addition, at times I felt as if the dialog was just awful. Too often, folks talks as if they were making speeches or delivering lines in a high school play. And, it turns out I am not alone. After the film, I read through the IMDb trivia and noticed that the actors ALSO hated the dialog and much of it was changed....though in my opinion, not enough of it was changed. There was often no emotion other than rage or boredom from Maximus, for example. His grief at the crucifixion of his family sounded LESS emotional than it should have--like he was upset that the commissary forgot to but cheese on his burger--not like a man grief-stricken with loss. Simply put, the human side to the film is stilted.So what you are left with is a WILDLY exciting film--a true spectacle. But it lacks the humanity and truth that would have made it even better. Still, it's well worth seeing.","
            7/10
            "
"Jetset971","14 May 2010","I have had a great deal of discussions with people about this film. I agree it is a good movie. Its entertaining, action packed, worth the price of a ticket. However, I don't think I have ever seen a movie win so many awards without questioning the validity. Gladiator, while still a good film, is hardly deserving of all its accolades. I mean it might be worthy of winning cinematography or production awards or special effects but Best picture? Best Actor? I could think of a 100 other movies in the year 2000 more deserving than this movie. Don't misunderstand, I like this movie, but the problem is that movie awards like the Oscars,presumably, are there to honor high quality and High achievements in each respected field. Russel Crowe does an adequate job, but his acting in his other Oscar nominated films like ""The Informant"" or ""A Beautiful Mind"" were light years ahead of his performance in ""Gladiator"". Furthermore, Giving best picture to this film was mind boggling. I personally feel that the only reason this movie was even in the running at all, was because of the money it made. It was a good action movie and nothing more. Hey, remember that ""Couching Tiger, Hidden Dragon"" was also up for best picture that year. In my opinion, It ran circles around ""Gladiator"". Wheras ""Gladiator' was just a good action film. CTHD was a phenomenal action movie and love story and should have won the top prize.","
            7/10
            "
"damianphelps","4 October 2020","Epic story telling that holds your attention for hours!Powerful
Dynamic
Dramatic
Passionate
Vengeful
Vicious
Heated
Fun
Memorable","
            7/10
            "
"ylshu-06641","20 June 2020","What really touched me was not its luxurious production level, exquisite historical props, simple costume design, textured photography, or a strong sense of war scene. What really touched me was the moment when he touched the wheat waves dancing with the wind, looked at the blue gray sky in the distance, and slowly set foot on the way home under the eyes of his wife and children. For me, those excellent productions are only the surface, and the scene of the warrior coming home is the real soul of the film.","
            8/10
            "
"chrisbrown6453","8 June 2001","Gladiator is a truly great depiction of an important part of early Roman Empire. Yes, Gladiator will probably win the Oscar of Best Picture of 2000, but should it?  While I agree that watching it was a great pleasure, I am not convinced that it was the best movie made last year.  In any other year, not containing a film named Cast Away', Gladiator would get my absolute vote, however in the interest of keeping this review to the movie at hand, I will not name which one I feel should win.Viewing Gladiator was definitely a spectacle everyone should endure. It has everything any good movie should; an original story, great acting, and truly awe-inspiring direction.  To be transported to a world that existed over 1800 years ago, and experience the very same excitement the Romans were able to enjoy is just incredible.  Ridley Scott struck did very well with his direction of Russell Crowe, Joaquin Phoenix, Connie Neilsen, and Oliver Reed (who unfortunately suffered a fatal heart attack during filming).  Scotts' ability to `see' the action in his head, and create the effect for the cameras is wonderful.  This is a far different epic than Alien', and far better than Hannibal'. 
Russell Crowe is fabulous as Maximus Meridius, the great soldier planning to return to his home after fighting his last battle only to find himself thrust between the dead kings will for him to become the new king, and Commudus, the son of the former king wanting him to stay and fight for him. Crowe is perfect in this role, he is strong, rugged looking, and has become quite a good actor since his days in The Quick and the Dead' and the awful Virtuosity'.Joaquin Phoenix is magnificent in his role as Commudus.   Only recently have I noticed what great acting skills Phoenix possesses, and how well he transforms into such diverse characters, such the same can be said of Ewan McGregor and his diverse roles in Trainspotting', Little Voice' and Star Wars: Episode I'.  Phoenix's ability to present himself in such a devious and hateful aspect is awe-inspiring.  As the sister of Commudus, Lucilla (Connie Neilsen) has to play both devoted to her brother, and sympathetic to Maximus.  Neilsen pulls this off beautifully and she is very convincing in her role.The story is beautifully written, and there is never a dull moment.  After I viewed the film for the first time I felt that the gladiator fight scenes were too far apart, and not enough of them were in the movie.  However, a very good friend of mine, we shall call him Michael DeZubiria (check out his reviews), felt it necessary to explain to me that Gladiator is not just a story about fighting, but a story about the life struggles of one man and his quest to avenge the brutal killing of his family. 
Now, while I admit that I liked this film, I am not ready, nor will I ever be ready, to call it the best movie of 2000 (see my Cast Away review).  I do not want to take anything away from Gladiator, it's just that there was a more original, creative film in 2000.","
            10/10
            "
"cutter-12","29 March 2002","There is much to appreciate about about this picture but at the same time there is much to castigate as well. What could have been a thoroughly involving story turns out to be crippled by a lean script, some very indecisive direction and choppy editing. Not to mention some bad casting in the form of Richard Harris as Marcus Aurelius, a role which cries out to have been the last role played by Anthony Quinn.The film starts out well and looks bleakly authentic in its depiction of the pivotal battle in the wars between the barbarian tribes of Germania and the Roman Empire. But as the story gives way to 40 minutes of exposition following Commodus and Lucilla's introduction, Ridley Scott seems to tack things on whenever the script runs into weak spots. This leaves the film without a flowing narrative and it seems to want to please a mindless summer movie action market while at the same time aspiring to be something deeper. What it leaves us with is a schizophrenic, unequivocal story full of contradictions. There seems to be an epidemic in the past three or four years - films like this, Titanic, The Patriot, Pearl Harbor, Enemy at the Gates etc, try hard to be great epic films but at their core they are very slight and even trivial. The story in Gladiator holds promise but what little conflict there is set up and thrown at us in the first hour, leaving just a linear resolution to unfold for the remainder. A shame because so many elements could have been introduced in this story to make it truly an awesome and thoughtful epic. I guess complex stories like Spartacus and Ben-Hur will never be made again. This one falls somewhere short, though better than Demitrius and the Gladiators and the film it heavily borrows its narrative structure from - The fall of the Roman Empire.Technically the CGI is at times seamless and other times poor. When our troop of Gladiators run into the colosseum for the first time however the effect is absolutely jaw dropping and the scene that follows certainly delivers the action goods. The acting is very good throughout except for Tomas Arana as Quintus (about as bad as John Dall in Spartacus) and the aforementioned Richard Harris. Like Braveheart, not a bad entertainment experience but highly Hollywoodized and with an uneven narrative. But unlike Braveheart, the ending to Gladiator is a just a little embarrassing as it rips off both Braveheart and Titanic to far less effect. If you can get past the flaws, not the worst Roman spectacle on offer. Too highly rated at 8.1/10.","
            10/10
            "
"Hancock_the_Superb","21 December 2007","In Rome circa 185 AD, General Maximus (Russell Crowe) leads a successful expedition against Germanic tribes in the northern empire. Dying Emperor Marcus Aurelius (Richard Harris) confides that he is to succeed as Emperor, to the chagrin of the vain, ego-maniacal Commodus (Joaquin Phoenix), who kills Marcus and usurps the throne. Maximus is expelled from the army, his family is killed, and he ultimately ends up in Rome as a gladiator for Proximo (Oliver Reed). Defying the will of the Emperor and eager to have his revenge, Maximus becomes a hero to the masses and joins Commodus's sister Lucilla (Connie Nielsen) and a cabal of Senators led by Gracchus (Derek Jacobi) in an attempt to bring down Commodus.Gladiator is something of a paradox. As a well-made, entertaining action film, it's hard to beat. Its attempts to be something more, however... not so much. It's very entertaining, an excellent crowd-pleaser to be sure, but it's far from the great film it's widely considered to be.Gladiator wants to be something significant. Its multi-faceted plot, its commentary on society, its distinguished cast of actors, epic battle scenes, and great musical score almost push it there. The movie borrows heavily from ""Fall of the Roman Empire"" (settings and characters), ""Spartacus"" and ""Ben-Hur"" (for the plot). This is not a criticism, merely an observation. And the movie does have an inkling of being something more than just another action movie. And yet it fails, because at heart it is basically ""Braveheart"" in a toga.Perhaps I'm just not enthralled by the film's basic storyline. See if this sounds familiar: A successful warrior who wants only to live in peace is roused to ass-kicking action by the death of his family at the hands of cartoonishly evil villains. This is the plot of ""Braveheart"", ""The Patriot"", and innumerable Westerns, action films, and Steven Seagal/Chuck Norris slugfests. Death of family members is an easy motivation for a character, and dare I suggest a lazy one. Maximus isn't a thoughtful, conflicted hero like T.E. Lawrence or Spartacus, he's just a man of action who wants to wreak vengeance on those who wronged him. In spite of its attempts to convince us otherwise, the movie is basically a Schwarzenegger or Van Damme flick set in Roman times with a lead actor who can act.The subplots of the film don't fare much better. The character of Commodus in particular is a disappointment. One of the few good things about ""Fall of the Roman Empire"" is Christopher Plummer's portrayal of Commodus. Commodus is an egomaniac with delusions of grandeur. He's not horribly complex in that film but Plummer makes it work. Whether it's the script or Joaquin Phoenix's acting, this film's Commodus is a sniveling weakling. I appreciate the effort to give him motivation (his father never truly loved him) but in his big scene with Marcus Aurelius, Commodus doesn't come across as heart-broken, merely insincere. Commodus is a petulant child who lacks menace. David Schofield's duplictious Senator Falco is a much more effective bad guy. The Senate plot against the Emperor is under-developed and comes across as a bad pastiche of ""Spartacus"".On a purely action level, the movie is pretty good. The epic battle which opens the film is not particularly impressive in my opinion, but the gladiator combats later in the film are impressive. The visceral thrill of a gladiatorial match comes across well, particularly when Proximo's gladiators ""upset"" an enemy team. The fight between Maximus and the ""Tigress of Gaul"" is very well-handled, as is the final duel between Commodus and Maximus. The CGI is of mixed quality. It's impressive in some scenes (notably Commodus's entry into Rome) but in other parts it's murky and distracting. Hans Zimmer's score is haunting and helps drive the film's more powerful moments.The movie excels largely because of Russell Crowe. FOTRE failed because Stephen Boyd is a block of wood; Crowe, playing a very similar role, excels. Maximus is not a particularly noble hero but he's a fabulous action star, and Crowe does bring a degree of intelligence and complexity to complement the ass-kicking. The supporting cast is mostly under-used. Djimon Honsou, Oliver Reed, David Schofield and Derek Jacobi give the most memorable supporting performances in the film despite very limited screen time. Richard Harris is disappointing as Marcus Aurelius, and Joaquin Phoenix and Connie Nielsen aren't particularly compelling either.""Gladiator"" is one of the best action films ever made, on a purely action level. But in its attempts to be something more... well, not so much, I'm afraid.7/10","
            5/10
            "
"Hitchcoc","23 October 2001","I never got around to seeing this in the theater. I'm sure it's a marvelous spectacle on the big screen. I don't know what it was. I found the acting good, the spectacle and special effects outstanding, the hero one we could cheer for. Why, then, do I feel so empty? Was it all the hype, best picture of the year? I just don't know. It was totally predictable. There were absolutely no surprises. After seeing The Patriot and realizing both movies have the same plot, I expected something more. Why are evil Roman Emperors always portrayed as cowardly wimps? I still don't believe that he actually was willing to go into the arena with Maximus. He wouldn't have anything to do with war. There is the obligatory killing of the family. That goes back to Macbeth folks. If a ruler wants to stay a ruler, leave the family alone. I know it's just to show how evil and powerful the Emperor is, but do you want the top general in the army gunning for you?--this will guarantee it. There is masterful cinematography in this film. The scenes of violence are masterful. Although once you've seen one fountain of blood spouting up, you've seen them all--one decapitation is like another. What I wanted was to see the characters really dealing with the evil of the times and confronting it. There is always that army out there ready to be commanded again. There is always the possibility that the greatest empire in the world can be destroyed by one guy (like when Mel Gibson won the Revolutionary War all by himself). I think this is really quite a good film. But I don't see it as deserving to be named the best of any year. We've come to demand a movie that looks good rather than one that grasps our heart.","
            10/10
            "
"CherryBlossomBoy","22 October 2006","There is an unwritten rule in movie making that if you have an excellent script it doesn't matter how you film it. If you have a lousy script - then everything else matters, the direction, the cinematography, the acting, the music... ""Gladiator"" is an epitome of the latter half of that rule. The case where direction, music, acting and art direction completely redeemed a crappy story.For me it took watching it in German overdubbing. As I don't speak German there was nothing to detract me from visuals and music. And it's a new experience on another level. But more on that later. First the crappy part. The story.Make no mistake, whether you care about history or not, this is a horrible script. It's taking huge (and quite unacceptable) liberties with the period it purports to portray, it's unconvincing even on its own terms, the dialog is pretty much high school and in its core it's a predictable revenge story told a zillion times before. Apparently (according to a documentary about Hollywood screenwriters) only Russell Crowe didn't know what turd the script was so he contributed himself with the juvenile ""husband of the dead wife"" speech.Ridley Scott and his crew apparently knew what stinker they had to work with and did their best to defeat it with excellence in all areas and actually made two films in one.On the surface it's a revenge story. The hero, a favorite army general turned gladiator, seeks revenge against a young emperor, who had general's family killed during the tumultuous succession to the throne. The military battles and the gladiatorial bouts required for this aspect of the movie are done both to tremendous detail and on a grand scale. With the help of CGI they are seen in all their glory and gore. Some accuse Scott of shying away from action but his direction shows everything one needs to see. Yes, the cuts are brief, the camera sometimes doesn't follow through, but the editing is pure poetry and you miss nothing. Cinematography-wise every frame is shot in a way that you could just hang it on a wall as a nice picture. Costumes and scenery are impeccable. A revenge story, yes, but well worth watching.But on another level ""Gladiator"" plays out like a remake of ""Fall of a Roman Empire"". But it's not in the script. It's in the mood set again by production. This other story is about the decline and death of classical Rome and its ideals. There is simple yet effective symbolism to express it, the play on dark and light and the sunrise-sunset arc. The movie starts with a battle at dawn, the way the Rome itself had once dawned, fighting. There is an ideal Roman hero, valiant and dutiful, there's a typical Roman villain, clandestine and scheming. Hero does his best in the light, the villain does his worst in the dark, whenever they swap environments during the movie they fail miserably. The story ends at sunset, symbolizing the end of the Empire itself, and although an uplifting speech is given at that point it is defeated by the setting sun.The feeling of the doom is constantly emphasized by melancholic music. The dreamlike experience of the main character who is already dead but doesn't yet know it is enhanced when he finally visits Rome and the city is an idealistic, blown in proportions version of itself. The script may be a complete falsification of history, but the feeling of decline one gets when watching those scenes is probably completely faithful.So forget the story and the closing speech. Watch and listen the movie. The Roman Empire is living and dying once more before your very eyes.","
            3/10
            "
"bignuts-06245","23 November 2020","Russell Crowe, Joaquin Phoenix & Oliver Reed amongst other's star in the story of a dying Emperor who tells his son that upon his death he will not be leaving him in charge of the empire but instead it will be left to his favourite General.Extremely hurt by this, the Emperor's son decides to kill his father & have the General & the General's wife & son killed too but the General escapes his execution & tries to save his family but they are already dead.The General is then captured by slave traders & sold to fight as a gladiator & in the process he finds that the Emperor's son has declared himself ruler of the empire & so the General sets out to avenge his family & return the empire to the people.A great film, if you haven't seen it yet then I highly recommend watching this!","
            1/10
            "
"spaulagain","21 September 2020","While Gladiator is traditional (if not basic) in its overall plot, the characters and performances bring the trophy home in this film. Beautifully shot, with just the right amount of violence and emotion, it's a good technical film as well. Some may find parts of it to be a little cheesy, or some of the side characters to just be meh, those flaws are greatly overshadowed by the leads.Crowe is fantastic of course, but Joaquin Phoenix steals the film with an incredible performance as Commodus. From his first scene, to the last, you build an intense hate for his character. His creepy nature just rubs it all in.This was the first film I saw (when it came out) that I then knew of Phoenix's skills and potential. He's been a favorite ever since.","
            8/10
            "
"paulmorrison2003","7 January 2021","Sit down with the person you love and let yourself be smothered with one of the greatest films and music scores...At the end of the film I guarantee you will appreciate being loved and having somebody to love - Oliver Reed is outstanding....By the way this film when I originally saw it all those years ago holds the record for the latest film I have ever seen at the flicks - 1.50am I left the Cinema - late but worth every emotional minute....","
            9/10
            "
