"Usernames","Reviewer_Date","Reviewer_Content","Rating"
"nodlimax","29 December 2020","The ideas and premise shown in Sweet Home aren't new. You have people turn into monsters and basically causing the end of the world as we knew it. I like the idea of how the humans are turning and being affected in different ways by this I guess you may call it possession.Unfortunately the execution makes it all feel completely fake. It's not just the CGI that makes it look fake. It's also how the transformation happens, how people act and even the changes themselves.Just to give a quick example on why this feels fake. Even though it isn't said when exactly it's happening towards the end of the first season we can see it starting to snow. So it plays around late autumn and early winter. This means usually it's rather cold outside. Except for one comment made by a kid no one ever refers to it being cold outside or how winter and snow may affect them. Winter in an apocalyptical event is usually a pretty serious issue. Here it's not even considered.In general food and water seem to be just some minor inconvenience that are also only mentioned once and then never again.The show is focused on human interaction and drama and unfortunately fails there too as the characters aren't feeling real for the most part and I'd call them one-dimensional.Towards the end of season one they also go for a very big cliché which is often found in zombie movies and honestly it's just not believable. In addition early on the monsters are established as a considerable threat. However the show shifts the focus away from the threat of the monsters and suddenly they barely make any appearances and are only a nuisance instead of an actual threat. You got to have your human drama...One more thing that really bothered me, was that throughout the whole season we stay in that one big apartment building. I still know nothing about how that building is even structured. We're jumping around between places within the building and often (especially in later episodes) it's not clear where the characters actually are within the building. And btw. with all the destruction going on there apparently was no real issue with getting electricity and that especially is not really believable.Honestly I wanted to like the show and I watched through season one within one week. Throughout it my rating was constantly going up and down between 3/10 and 7/10 because it has a few good scenes. Unfortunately looking at the overall result and also considering the poor choice and placement of the soundtrack at times I can't rate it higher.","
            9/10
            "
"leahcubed","4 April 2021","9/10 is my rating. This is a 2020 South Korean science fiction, horror drama with 10, 44-59 minute episodes.An introvert after extreme bullying, teenager Cha Hyun-soo (Song Kant) loses his entire family in a car accident. Despondent and suicidally depressed, Hyun-soo moves into a large apartment building and continues his life of solitude. That is until strange things begin occurring in the building and he and his neighbors must rely on each other to survive. Something is causing people to turn into horrible, blood thirsty, destructive monsters and it is hard to know who to trust. Martial law is declared throughout South Korea but this little micro chasm of humanity must endure and fight both the monsters within as well as out.Cha Hyun-soo (Song Kang). A teenager who lost the will to live after losing his entire family, finds himself in a hell like existence where humans turned monster roam about and it is hard to know who to trust. Winds up becoming part monster but is able to control it giving him superhuman powers.Pyeon Sang-wook (Lee Jin-wook) no one is quite sure who he is but he is willing to do what others will not and punish evil doers as he sees fit. He looks rough and gangster like in appearance with a heavily scarred face. He is abnormally strong and ruthless.See Yi-kyung (Lee Si-young) a character created for the drama (not webtoon) she is an expert martial artist who served in special forces and was also a fire fighter. After her fiancé vanished mere sprays before their wedding, she has trust issues.Lee Eun-hyuk (Lee Do-Hyundan) is th self designated leader of the group of survivors whose cold rationality makes his leadership strong but cause there's to consider him unfeeling. He is a medical student and older brother to Lee Eun-yoo (Go Min-si) a former ballerina who has a chip on her shoulder as she had to quit due to an injury.Jung Jae-heon (Kim Nam-hee) A devout Christian who wields a sword, Normally a mild mannered Korean language teacher, he is diligent and fearless in the defense of others.Yoon Ji-soo (Park Gyu-young) After her boyfriend's suicide, she moves into the building and tries to keep to herself and keep her bass guitar playing from annoying others.Park Yoo-ri, (Go Yoon-jung) is a caregiver for one of the apartment's residents and her medical knowledge is a valuable asset to the group of survivors who are frequently injured while battling the monsters.Ahn Gil-seob Kim Kap-soo) he is recklessly brave as he is terminally-ill. Park Yoo-ri Is his caregiver and knows his grumpy facade hides his caring nature.Han Du-sik (Kim Sang-ho) Former military man with skill in creating weapons. Although bound to a wheelchair his a kill with weapons makes him an invaluable member of the group..
Kim Suk-hyun (Woo Hyun) is both mentally and physically abusive to his wife. He owns a grocery but is reluctant to share food even in the apocalyptic scenario. He frequently creates tension in the group.Ahn Sun-young (Kim Hyun) She is meek and beaten down as Suk-hyun's wife. The group supper gives her the strength to stand up to him.Cha Jin-ok (Kim Hee-jung) continued attempts to open the door and escape in order to locate and save her teen daughter repeatedly puts the group in jeopardy.Kim Su-yeongm ((HeoYool) is a small child (9 Years Old) who along with her brother Kim Yeong-su (Choi Go; 6-year-old) lost their father when he was attacked by a monster while attempting to repel down the side of the building to get them food.Son Hye-in (Kim Gook-hee) considers her Pomerania; Bom, like her child and continually carries it.Im Myung-sook (Lee Bong-ryun) devastated since losing her child when the baby's stroller got loose and rolled into traffic.Choi Yoon-jae (Go Geon-Han) pretends to be kind to hide among the group from Sang-wook. But he is a human monster of another sort, a Child Predator.If Movies in the horror genre are your thing then this will likely fit the bill. The monsters were definitely scary and horrific and the fact that the people turn into monsters was in and of itself frightening . That type of transformation was reminiscent of the American movie ""The Thing"" though only vaguely so. It was interesting the way the people both had to work together while not completely trusting each other to be able to make it through. I liked that there was that central character, the teenage boy, and that he was unique and that he had the monster in him yet was largely able to control it. The series was well paced throughout most of it until towards the end when it got a little chaotic and felt like a lot of people were dying very rapidly. There were also aspects that were not well explained such as why the fire fighter character was suddenly with the military at the very end. The fact that she was working with them had been revealed earlier but it did not seem like she had given them what they wanted enough that she would've been able to join them completely. The gangster guy was very different in the television series than in the webtoon where he was more of a goofy character and much more likable. For the most part they stuck to the webtoon enough that it was clear that it was made based on it and yet deviated enough to make it work in the television format. They left it open for more seasons as everything was not wrapped up and in the fact there is additional story line in the webtoon indicates that there is story left for more episodes to the series or another season. I'm not sure why they decided to only do 10 episodes, 16 or more episodes would have allowed for a more complete telling of the story.","
            1/10
            "
"backup-50362","23 October 2021","After watching Squid Game and Alice in Borderland I thought this would be something similarly great.But when I heard the line ""Go commit suicide somewhere else"" I was like wow, this is introducing garbage characters from episode one. And of course, the main character just takes it.And that's just it, the entire thing relies too heavily on the characters, but most of them are forgettable trash, and nothing too interesting happens to get you invested.It's all confusing too, I had to search online for explanations as to what happened exactly, since even after watching the final episode I was confused.So yeah, surprisingly disappointing.","
            8/10
            "
"croseruperto-79957","23 August 2022","Great show, so much fun, and just like wtf!! Completely engaged from episode one and until the end. Fantastic adaption from the comics. Korean sci-fi and/or is my new favorite thing!","
            9/10
            "
"kmoon79","2 May 2023","The good: I loved this show and I'm glad there's gonna be seasons 2 + 3! I love dystopia/apocalypse type shows/movies so this is right up my alley. The scary part is that there is nothing external that contaminates you (as far as we know) - everyone has the potential to become a monster, very fitting to reality. We can all choose to be good or bad. Some people could fight the monster and some could not. It's a ""monster"" show but really it's about humans and how they fight their inner demons (or not). The Imagine Dragons song (Warriors) fits right in (so would Demons btw). Eun Hyeok takes charge right away while the adults just cower and stare. (I mean, in real life, it's common for us to freeze in a dangerous situation, but sheesh, do something!) The women were the strongest characters - the two teenage girls, the firefighter, even ajumma finally killing her abusive husband. The ambiguous good/bad guy conundrum with San Wook and the child molester. And the end when Hyun Su gets in the truck and only realizes it's a trap when it's too late. Nice cliffhanger for the next season, although it was frustrating to see that guy finally ""die""... and then shapeshift. Seeing Hyun Su finally let the monster out was cool! Although I don't know how his whatever it is fits his inner demon - he was contemplating living or killing himself, and then he turns into an angel? A demon? With only one (metallic and hot) wing? I liked the fact that monsters turned on each other. Hyun Su having to deal with his monster while trying to decide where his loyalty lies - with humans (who helped him) or with monsters (who would def kill him). He picked the monsters, and I hope he changes his mind in coming seasons. The scenes where his demon appeared with black eyes and that big smile were super creepy! The christian guy with a katana was badass but why did he have to die? I get it - he died a hero (I still hate it). But that whole fight sequence was really good despite the terrible consequence.The bad: Starts off strong then quickly loses steam. A lot of suspense with monsters that just come out of nowhere but after Giant Protein Man gets destroyed (awesome sequence btw) it's like the monsters just *poof* disappear. Several people get the nosebleeds... and then nothing. Cliché army + cliché gang were boring. The surviving adults finally fight back in the last 2/3 episodes. A lot of things go unexplained: Where are the rest of the people that live in that huge building? Why was there dirt in the basement? When did Bom the Pom disappear? Also -- Eun Hyok never showed any signs of ""infection"" yet in the last episode he stays behind and only then gets a nosebleed. I think he should have survived, as he would be strong enough to fight the infection. Characters took too long to develop, if at all; mostly the adults were just 2 dimensional, except for the badass amputee guy and the old man. People took on the form of their ""inner demon"" -- Protein Man was certainly a whey-obsessed exercise freak LOL But how did he get gigantic later? What was the green slimy thing that saved the little boy? Why would someone turn into a spider? Did the mom with the imaginary baby from the first episodes turn into the creepy giant womb? The other monsters were so boring that I can't even remember them.The awful: The CGI was awful terrible and horrible! The worst I've seen in a long time, especially for a show made in 2020. I've seen worse shows with way better SFX (Hellbound, for example). Some monsters were laughably bad. Protein man was the only good cgi. A lot of action sequences were too fast and/or disjointed to make sense.Conclusion: definitely for big fans of monster/apocalypse shows. Had me on the edge of my seat the whole time! Despite the bland characters (adults) I was still rooting for each one to survive as the show progressed and I was sad when they didn't. Can't wait for season 2 that is scheduled to drop later this year!","
            7/10
            "
"rish2006","4 January 2021","This Human - Monster related series is fun to watch. Only drawback was that some scenes felt dragged on or else, this show is good enough.","
            7/10
            "
"chrisbrooks-19259","27 December 2020","A good wholesome Korean horror flick that is fun for the whole family! 😁","
            1/10
            "
"Der_Schnibbler","14 February 2022","Imagine the most miserable, unlikeable people on earth stuck in a residential building while random monsters go around with zero explanation.The monsters are pretty cool but the characters kill it. There is zero reason to give a flying crap about a single one of them. Every one is nasty for no reason. The stupid dancer runt, the crazy lady, the incel loser. Who wants to look at these imbeciles.Pass.","
            2/10
            "
"gisellewn","15 December 2023","As a sweet home fan since literally the start of season 1 i was so disappointed watching season 2, the plot completely went off the rails after episode 3 and so many main characters from season 1 were killed off like they were nothing. First of all the dude from season 1 that turned into a monster on the bus in season 2 that killed the girl, that was honestly the start of the downfall as they gave character to season 1 and were killed off in season 2 like they were nothing. And don't get me started on Ji-su who was unrightfully killed in episode 3, not even to a monster but some rocks, she was one of the best characters too and practically made ""sweet home"" but died like a side character. Also, the plot was basically just filled with new irrelevant characters and overruled by the military. They also gave the MAIN character hyun-soo, who is literally on their poster, less screen time than some of the military men. And the season 2 monsters cannot even compare to the a season 1 monsters, the s2 monsters were shown with practically zombie characteristics whereas in season 1, basically every of the monsters had a storyline as to how they became a monster and what their desire was. Talking about ji-soo again (can you see my frustration) she and the other OG characters who carried the whole of season 1 were killed so fast when they developed so much depth into season 1. And to finish off my rant, the plot was horrible i'm sorry but half of the time i didn't even know what was going on because all that it was, was talking about military and that's about all i got from it, at one point i thought i was watching a war movie. Unless they bring back ji-soo somehow because of the fact that her body was never really shown, i don't see how sweet home season 3 can pull through and impress me like season 1 did. Bring Ji-Soo back.","
            10/10
            "
"liam_nb","6 January 2021","This is better than most English language horror/monster shows by far the characters might not be incredible but the production value and monster design is incredible I've not seen anything this good looking outside of American cinema even the monsters in stranger things look terrible compared to this.
Even if you hate reading subtitles or whatever this rises above the rest it doesn't drag there's not too much talking so give it a go.","
            8/10
            "
"denuwan-27382","20 December 2020","Sweet Home South Korean Fantasy Horror Drama Directed by one of the best kdrama directors in history Lee Eung Bok person who directed Mr.Sunshine, Goblin, and Descendants of the sun. This is a popular webtoon adaptation by Netflix. First do not compare with Kingdom series. This show is the most expensive Netflix show made in South Korea so I had high expectations but after watching the trailer I was kinda disappointed. CGI monsters look likes garbage to me, yes in this series they look like PlayStation 2 game. That's the biggest weakens in this series. When it comes to practical effects they have done a great job. Sweet Home reminds me of Resident Evil and Train to Busan. The plot is good but there are few plot holes. This is not just another zombie drama because these monsters are not easy to kill and every each monster is very unique that's one of the main reasons for me to keep watch this series. I loved the cinematography and color grading. There are a lot of close-up shots. It reminds me of the dexter intro which is really awesome. This is the most aggressive kdrama I have ever watched, there is a lot of violence and blood. They have a top-notch cast for this series and there not going to disappoint you. Every character in this series felt real to me. there are a lot of character developments throughout the series. There were a few characters that I need a backstory for them. The soundtracks are good but there was imagine dragons song and I felt that is not necessary for the scenes. Overall this is a good show with a lot of entertainment and I hope they develop their CGI in the next seasons.","
            7/10
            "
"pradeepcindidimple","2 May 2021","This Kdrama series which is adapted from webtoon comics. A survival monster apocalypse series where the plot isn't very deep, But I still enjoyed since the drama has its own unique side.Monsters had good designs but the cgi made them look really fake.It wasn't that bad though.","
            10/10
            "
"manojkumarpatel-43251","30 December 2020","Very very very nice web series please release season 2 FAST","
            5/10
            "
"jlmajor-02789","13 December 2023","I absolutely adored the first season, I've watched it many times. I've waited years and was so excited for season 2. Before season 2, I would have rated this show a 9/10. So what the heck happened? It felt like a completely different show. The style, the pacing, the direction, the acting, everything felt different. There was far too little of the original cast, and none of the new cast were interesting. There was no direction, it was all over the place, I didn't form a bond with any characters or locations. It felt like the show completely lost its heart and soul.The first 3 episodes are nothing but a military brutality fest with no point other than to illustrate people are worse than the Monsters could ever be. I liked it better from ep 5 on, but it was still just a slog and I was glad to be done.I've never been so disappointed with a second season. Oh well, I'll always have the first.","
            9/10
            "
"afzal-73187","21 December 2020","(a spoiler for TWD S07 if you haven't watched it yet)
It felt more like when Negan entered on the screen and ripped Abraham's head with Lucille","
            10/10
            "
"crhume82","6 November 2023","Okay, I don't do zombies or many monster-ish type movies (I'm not a huge fan or horror, sue me), but this one I decided to finally watch! Song Kang did brilliantly and so did Lee Do-hyun (two of my fave Korean actors). The music was awesome and the visual effects filled out this series wonderfully! Only a few times I thought it was moving slow, but it seemed to pick up the pace in other places. The character development for some was very good, the ending spectacular! If you think this is a bad series, then you're not giving it enough credit. Just watch it!Now I'm just waiting for the next season and what it holds!","
            7/10
            "
"mochteam","3 October 2021","The idea of this series is great. Instead of zombies you get people turning into these crazy monsters. First seven episodes are survival horror and the last 3 are straight up Game of Thrones/Walking Dead if you know what I mean. It just gets dark, gruesome and sad really quick.What I liked the most about this series is that it isn't the usual stuff. It's like a mix of 21 days later, meets resident evil, meets the last of us meets Marvel comics. It has a lot of good themes going for it that makes it worth watching if any of the above appeal to you.I will say that watching this it seemed like a single season was good enough. I'm not sure how adding a season 2 would go with so many good characters now gone. At least for me everybody I liked was dead at the end so there was no point to watching the story further. I guess it really did hit a walking dead point.","
            5/10
            "
"courtneyhwang","21 December 2020","Graphics are not realistic, at one point I was laughing at how ridiculous the ""monsters"" looked. One of them looked exactly like a Halloween mask bought at the dollar store.The show also focuses on wayyyy too many characters, to point where you're confused on the importance of their role. Back and forth between characters, constantly. A lot of scenes had no importance nor did they add any complexity to the storyline. The timeline of the scenes also make no sense, leaving you frustrated. Overall a super messy show.Watch this only if you're under lockdown and have binged everything else on Netflix.","
            10/10
            "
"hhno_3","19 December 2020","While reading Webtoon, I kept saying they must make this tv series. When I heard Netflix is making a live action,I was devastated. I thought they gonna ruin it but it turned out amazing. Whole story is thriller; no resting, no waiting, anything can happen any moment. You will be nervous all the time when you are watching because this is how it needs to be. If you want something slow and full of philosophy, go watch something else.Great acting and environment. Totally recommend.","
            10/10
            "
"PeacepiperF20","8 February 2021","Netflix will probably ruin this like all of it's good shows by canceling it too soon. Like literally anything worthwhile is cancelled and they renew crap.
But highly recommend this","
            4/10
            "
"Padme-873","23 December 2020","If you haven't read the webtoon and you enjoy watching apocalyptic movies or shows I think you will find it entertaining, however if you previously read the webtoon and you are a fan of it I don't think you will enjoy this.I had big expectations for this show as I previously read the webtoon, however the adaptation they did on the show is so bad.1. The portrayal of the main character is awful. In the show he is more like a side character, he doesn't have any personality, development or a connection with any other character, they completely changed him.2. They introduce characters that didn't existed before (they had more screen time than the main character) and removed characters that were essential for the story on the web comic.3. The story is so rushed that it doesn't have any impact when a character dies.4. The story is so different to the original one, i felt like I was watching the walking dead.5. There are a lot of annoying characters that don't add anything to the plot (they're just there).6. Jisu is a very important character on the webtoon (she is one of the main ones) but here she is not (just like hyun), I was very disappointed by this.7. Also the music doesn't fit the atmosphere of some of the scenes. I remember that in a scene with Hyun that's supposed to be scary or intense they put a rap, like... what? (It was a nice song but still).In conclusion I don't recommend to watch this if you are a fan of the webtoon.","
            7/10
            "
"jessup-86446","25 August 2022","The show puts a lot of work into making you care about the diverse characters, but in the end I don't think it does them justice. Too many of them are just cast aside, or neglected for several episodes to the point that I forget who is who.As for the monsterfication stuff, it's way too wishy-washy. Could definitely do with some more concrete details. A lot of the time it seemed like people just throw up their hands and go 'well, I guess I'm a monster now'.7/10 Stars, some epic moments and really good special effects, but story meanders too much.","
            5/10
            "
"adaptor","20 March 2021","I think it's well done and looks interesting but after 3 episodes I just don't find myself caring to watch anymore. It's not bad, it just doesn't really seem to be anything I haven't seen before. Perhaps it's got a little more ""column A"" and a little less ""column B"" but it doesn't feel fresh or novel, which isn't in and off itself a bad thing, and I've seen enough of this ilk to not need to see more at this point.","
            8/10
            "
"astrukai","20 December 2020","I read the webcomic as it came out, and have loved it a lot. When I heard that it was getting a Netflix adaptation, I was skeptical, but excited to see what they decide to do with it. If you're like me, you'll know that they changed a lot of things, drastically. The first complaint I have is how little we get to see Hyun. I feel like the comic focused on him a whole lot more, and we also got to see his 'monster' way more frequently. The adaptation should've more on him than the rest of the group. On the other hand, I can see that if they focus on the group more, then it would strengthen the fact that Hyun is a loner, but I don't exactly like that. The ending drastically changed, and I think it's a hit or miss for most people. They added in the military and so many more things, but I liked the simplicity of the comic. Also, the girl with the character development (the one who fell to her death at the end) isn't here, and it seems like she was replaced with another guy. Old man didn't get crushed by protein monster (that was huge in the comic, I'm surprised they didn't include that) and I think the romance is kinda bad. The woman and her dead child made me cry though, so I liked how they wrote her. Overall, I'm uncertain where they'll take this, but I'll keep my hopes up for now.","
            8/10
            "
"Filmiarvustus","29 March 2021","""Sweet Home"" is a South Korean fantasy horror directed by masterful Lee Eung Bok. This show is about a group of random people in an apartment complex trying to survive a sudden monster apocalypse. It is gritty, dark, and somewhat confusing, so this is definitely a love-it-or-hate-it category. Monsters are unique and extremely hard to kill with some pretty terrifying cosmetics and fairly basic CGI. The series overall is visually stunning with many disturbing scenes akin to the Evil Dead franchise. The narrative is very disjointed, difficult to follow, and not very engaging, but the show is addictive and a bloody feast to watch.","
            1/10
            "
"daniel-s-ogalde","19 December 2020","I suppose that if you haven't read the comic or the webtoon you're will be quite lost watching this. Unfortunately this series is plagued by a bad script, empty annoying characters and ridiculous plot. The worst thing has to be the horrible music. Is this an action or a horror? Had hoped for the latter but the music destroys any atmosphere. Save your time.","
            1/10
            "
"Almost_Soldout","18 December 2020","Another shameful project of worst content maker, NETFLIX.","
            10/10
            "
"parasucou","14 January 2021","Watching it alone in the dark , omg , I'm only at episode 2 , I'm in deep $#!+","
            7/10
            "
"alaningle7","21 January 2021","In a building besieged by humans who have turned into monsters which take the form of their hidden desires a group of people join forces to survive. Well acted and a good storyline which is based on a web toon which is apparent in the direction which focuses on reaction and shock in short stints. You might want to view it with the lights on as the monsters are pretty scary.","
            9/10
            "
"SofiCastle","18 April 2021","So it seems that the show kind of let down the manga fans who complain about the adaptation. Well, who cares.This was a fun, bingeworthy show with an excellent ensemble cast and more character development than in 30 episodes series. You just need a manga lens to get used to the silliness of some of the monsters, but as the show progresses we get less of that and more of human interactions.Still, a potential viewer must be warned that there's no explanation why that plague has befallen Seoul (and probably the world), there's no clear ending and probably no season 2. Just so you know.","
            9/10
            "
"kegebler","6 June 2021","The show is actually very good oh, and goes much deeper than you would expect. Visually good and well written. Sure on the outside it looks like a monster flick but it's what's on the inside. Everybody has monsters living inside them screaming out. Would you like to be your monster, yes.....no. Would you kill? Can you survive?","
            7/10
            "
"alfieosullivan","11 January 2021","Despite the all over the place story & occasionally terrible special effects, this is yet another fab Korean series. They really have got the horror market sewn up!","
            10/10
            "
"moniqueduartet","18 January 2021","This show is absolutely amazing. The plot alone is very interested. If you're not a huge fan in the beginning trust me it will grow on you. The actors and character's are all great of course some characters aren't my favorites lol. But anyways please check it out and give it a good rating.","
            7/10
            "
"heidibokor","20 June 2021","First of all, watch it with subtitles because dubbing is terrible and original language is always best. I watched the first episode because I got bored and love these types of shows, then found myself 5 episodes in and really liking it. I would rate the first half of this show a high 8/10 even with some sketchy CGI and over acting. The second half starts to go down hill and gets very long winded with far less monsters and gore and more long, drawn out drama. By the end, it's more drama than anything. So I would rate the second half more of a 5 or 6/10. The premise is that people are turning into all sorts of monsters....no monster ever the same and at first there is no known cause for it. This show follows the survivors and monsters stuck in a very large apartment building. As the show moves on, you realize it's not an infectious disease like with zombies, but I won't say more. The CGI is sometimes great, then goes totally flat and looks absolutely horrible. Overall, this is a very enjoyable show to watch with a very unique premise behind it. I look forward to season 2 should they make one.","
            10/10
            "
"JackDuckworthsTechnoPigeon","8 March 2021","In a word - EPIC! And yes, watch it to the end. Can't wait for Season 2...","
            10/10
            "
"V4H","2 September 2023","It was great and satisfying, but unfortunately, Netflix and American film companies make movies and series without an end. Sometimes they don't make the continuation of movies and series at all. Sometimes they make with a lot of delay. I hate and am dissatisfied with the production of content that does not have a clear end. Netflix and the like make fun of the viewers and waste their time and money. Korean movie networks are doing better. Although Netflix and similar companies have more experience and facilities, they make almost all movies and series with an uncertain and ambiguous ending. They keep the viewers in an excruciating wait with uncertain timing. Now it is not clear if the continuation of this series will be made or when it will be made. I hope the whole world will boycott Netflix and similar companies.","
            3/10
            "
"cucuzel1984","1 February 2021","The actors are doing a great job, casting is amazing. That is the only reason this show doesn't get 1/10. The main show however is slow as dirt, every episode is the same. You can actually skip several episodes and not miss out on the overall plot. (Episode 5-7 are just fillers)
The first episode was interesting and had potential, but then it's just the same story line over and over again. Monsters appear when the plot demands it and humans squabble over useless things. Like a monster that is 3 metre tall and weighs 200 kilo somehow appears INSIDE the building, despite being shown outside in the first episode, and somehow got in without making a single sound despite him having to break down walls in order to move his huge body around the corridors.
In the end you just find yourself waiting for the show to end, you don't care about the characters at all.This show is unfortunately a huge waste of time. There are many good Korean shows, but this is not one of them.","
            9/10
            "
"tiitunxbox","22 December 2020","This show only gets better episode by episode. The characters are interesting and the monsters are unique, the story keeps you hooked as they reveal more and more about the characters and the ""curse"" (or whatever you wanna call it). Perfect combination of survival, monsters, action and drama.
The only negative thing I could think of is the cgi, but it didn't even bother me that much since the storyline is so good.","
            10/10
            "
"dokoxhensila","3 December 2023","I actually really loved season 1 of Sweet Home , but this one was a little disappointing to me . I thought it would be better than S1 but it wasn't on my expectation. Like the characters from season 1 kept dying just to show new characters and what's sadly is they are weaker than those of S1. Too less shown of strong female characters of a real fighting with monsters. It was toooooo slow with action time . Just the army members fighting . Where are the people like on season one ? And lastly ... what's wrong with Cha hyun su screen time ? It was going fine in the beginning but then he disappeared for like 2-3 episodes not showing him at all. He has just a few lines and went from the special monster to a one of them and not even the strongest one as he should have been . The young girl took his place as now she is the biggest special one . I had hopes but I don't know how S3 is going to be . I only enjoyed the last episode of the whole new season, when finally the lead actor are on screen . I also loved those blue eyes while looking so hot at eun yoo as I really missed their interaction during S2. I pretty pleaseee put them more on screen. Song kang need to be there the most as the most important one .","
            3/10
            "
"Mrtriplesicx","28 November 2021","1st episode started off decent but the effects look like a stop motion claymation movie with the budget of 100 dollars and the music is chosen very badly at times not including the fact that the outside and the parking lot look like a haunted house you would find on your street during Halloween also some of the monsters look like edward scissor hands and leatherface from texas chainsaw massacre lol it was laughable at many part i would consider it more of a comedy only thing that is good about this is the acting but even that can't save it from coming off as incredibly cheesy can't believe it's rated so high what were they watching?","
            3/10
            "
"ansirahka","29 January 2021","Katana oppar is daddy af. But seriously, The concept is actually pretty strong, mutated monsters with unique skills is interesting, but the story is just bleh and the sfx is passable. It's pretty obvious they want to make this into a long run series so everything just feels dragged so bad, you can skip five episodes and still pretty much gets it. The characters? Omfg the characters are just god awful, the main characters are overly edgy, the supporting characters are overly lame, both have anime logic and sensibility and overall unbearably annoying.If you don't like edgy manhwa you won't like this. Also i LOLed every time a wild 'imagine dragons' appear.","
            4/10
            "
"rphanley","23 January 2021","The story is all over the place. I don't see how this show is getting such good reviews. I really wanted to like it but gave up after 5 episodes. Has some pretty cool visual effects but that's about it.","
            8/10
            "
"asmanraj","14 January 2021","I couldn't get into this show until the second episode, and the CGI is awful. However, starting with the second episode, this show becomes quite gripping. There is a particularly horrific scene in which a child is killed in front of her mother. The actress who plays the mother of the child deserves an award for her amazing performance. Part of what makes this show riveting is that it's not afraid to put characters who are children in peril and the show makes you genuinely afraid that a child could be killed. Also, it's refreshing that the evil creatures are monsters for a change instead of zombies. However, I have to deduct a point for a boring first episode and another point for awful CGI.","
            10/10
            "
"mdimassidimassi","20 January 2021","A directorial masterpiece, excitement and suspense, a narration of events in an interesting way, far from boredom, the interconnectedness of events and interests","
            7/10
            "
"HardLight","29 August 2021","I found this series through the manhua based on it and was shocked when I found out that it was produced and created, I didn't expect something like Sweet Home to get a Live Action release when not even an animation of it had been done.And I like it, shockingly enough.Usually Live Action adaptions of works in manga/manhua/comic/book form these days I have a visceral dislike for as they're usually terrible, but this adapts part of the story well.Lets get to the deets tho, the actors are fine, they're usually as believable as possible for what they are playing though some of it comes across as a little hammy to my uncultured Western ears, it might be decent for Korean TV/Movies but I wouldn't know, this is literally the first piece of Live Action Korean cinema I've seen and like I said I like it. (well except for some of the portrayals, that woman clearly going crazy with the virus at the start giving the poor guard the rotten fish annoyed me to no end)Now we get to a little bit of the problems though.The series doesn't give time to let things breathe, the way things go in the series it's a VERY fast ride through the plot from beginning to end and in that quickness, there's a lack of needed connection for certain characters, leaving emotional deaths to be less than thrilling and the eventual end to be kind of anticlimactic.I would love to see more of this universe even though the manhua as (as far as I know) finished.In itself, it's a fun little zombie movie with some original ideas, while they're zombies they are also strange monsters too depending on who/what they were before they were infected. That's what drew me to the series in the first place and it's a fantastic story to see more of.All in all the only reason this isn't 10/10 is that quick rush to the end. If they'd let the story build a bit more, have the heroes at a half way point and let this move into a season 2 I think it would be a perfect series.But aside from that, it's fantastic.As always (without very few notable exceptions) the netflix dub is atrocious and I suggest watching this on original language with subs if you don't speak Korean, the VA's in it are terrible in English and like most things these days dubbed into English, I avoid that like the plague.","
            8/10
            "
"berg-74532","13 April 2021","If this was an American series it would get torn apart and all you have to do is look at the ratings of any of similar shows that have been on TV other than WD or AHS and even those are have lower overall ratings. An anti American bias by Americans taints every bit of pop culture this gets a boost it deserves simply by it not coming from the US. I love this show it's not only a great horror show it's also an excellent mystery and has spots of comic relief. The story the acting the pace and its presentation are all excellent and while the CGI is not the best it's good enough that it's not unintentionally funny.","
            10/10
            "
"maresp9","12 January 2021","I had second thoughts about starting it but after the first two episodes it just got better and better. I do think that Asian horror series and movies are kind of too much about their ""horror scenes"" but this isn't the case here. Although it has some scenes to prove its theme there isn't much attention paid to them. I really liked the plot and I loved the different details and personas of every character. The whole series is fascinating and keeps you on edge all the time. It's like every episode ends with a cliffhanger. The background stories of the characters are very interesting and I liked how the series although it has a dark theme it pays much attention to the relationships and emotions among humans. I would really recommend it to anyone who likes horror-action series.","
            9/10
            "
"ventidiusrex","6 March 2022","I really enjoyed Sweet Home. It's an urban disaster series which you'll think is initially going to be zombie-esque, but the producers take zombie apocalypses to a new level with a monster brand. It's frightening, funny and there's never a dull moment.","
            9/10
            "
"d4nzel","19 December 2020","Mmmm better ver of TG with clear background?... I hate it when the sudden cut happen... Somehow feel like missing something... Overall its good","
            1/10
            "
"abortamir","17 October 2021","So bad that you will fall asleep. Is so slow, bad cgi, bad korean show. All the korean show are over acting. And i don't know why imdb now is forcing to write a review longer. It sucks.","
            10/10
            "
"caratayt","21 December 2020","When I first started watching ep1 it seemed slow n boring but then the story started to get more interesting n I ended up bingewatching the entire season in bed. Now I'm screaming for season 2!","
            7/10
            "
"CyricTheCynic","5 May 2021","This is a pretty solid horror show and an interesting premise at that. Rather than just a straight up infection turning people into monsters, the nature of what is turning people into monsters is left intentionally vague, though it is affected by the type of person. There is a lot of human drama and issues dealing with surviving in an enclosed area with limited resources. The actors/actresses are good for the most part, though there is a disconnect where some characters are super emotive and over the top and others and barely responsive given the situation. The one thing that I thought could have been better were the effects. While I understand that it is a lower-budget show, it's just that a lot of the CG, especially the monsters, felt out of place. Some of the CG looks pretty good, other CG not so much, but it just doesn't really mesh well together. If all the CG was low-budget but had a more consistent art style and direction I think it would have been alot better. Still, a pretty good show.","
            5/10
            "
